"﻿""id. Response ID""",Year Submitted Survey 2, Months Owned (total),oldcarmain,Electric driving range,oldcartype,Discontinuance (inc. purchased lease) 2,Age,Gender,dist1  [Route 1],How many road trips longer than 200 miles round-trip did you or your household complete with each car in the last 12 months (or the time you own the car if less than that)?  [{oldcarmain.NAOK}],{oldcarmain.NAOK} [Safety],Comfort,Refuelling/Recharging costs,Performance,Environmental impacts,"Vehicle Purchase Price (including rebates, discounts, etc.)",Reliability,Electric driving range,Convenience of charging,Driving assistance features,My household's pre-taxed income for the past tax year was in the following range,"Home Charging (L1, L2, None)","Work charging (L1, L2, DC, none)",Concatenate[[s]...s] Public DCFC] 2,MPG second vehicle in HH 2,"Lease (1 lease, 0 other)",lastpage. Last page
3470,2019,80,2013 Toyota Prius Plug-In,11,PHEV,Original,75,Female,,15,5,4,5,5,5,4,5,4,4,5,"$200,000 to $249,999",Level 1,,Level 2,41,0,40
3471,2019,35,2013 Ford Focus Electric,76,BEV,Continued,45,Male,9.18,0,5,4,5,4,5,5,5,2,5,5,"$100,000 to $149,999",Level 2,,,24,1,40
3474,2019,29,2017 Tesla Model S AWD - 75D,249,BEV,Original,65,Female,50.08,2,5,5,5,5,5,5,5,4,5,5,"$200,000 to $249,999",Level 2,DC Fast,No charging,24,1,40
3475,2019,49,2016 Chevrolet Volt,53,PHEV,Original,45,Male,35.58,2,5,5,5,4,4,4,5,4,5,3,"$100,000 to $149,999",Level 1,Level 2,No charging,24,0,40
3476,2019,46,2015 Nissan Leaf,84,BEV,Original,55,Female,7.63,0,3,5,5,5,5,5,5,2,5,3,"$200,000 to $249,999",Level 2,No charging,No charging,23,0,40
3477,2019,77,2013 Honda Fit EV,82,BEV,Continued,55,Male,24.98,0,5,4,4,5,5,4,5,2,5,2,I prefer not to answer,Level 2,,Level 2,24,1,40
3478,2019,38,2016 Tesla Model X,270,BEV,Original,,,,0,,,,,,,,,,,,Level 2,Level 2,No charging,95,0,8
3479,2019,41,2016 Chevrolet Volt,53,PHEV,Continued,75,Male,9.91,1,5,5,5,5,5,5,5,5,5,5,"$150,000 to $199,999",Level 2,No charging,Level 2,42,1,40
3480,2019,22,2017 Chevrolet Bolt EV,238,BEV,Original,35,Female,34.43,3,5,5,5,5,5,5,5,5,4,4,"$200,000 to $249,999",No Charging,Level 2,DC Fast,24,0,40
3481,2019,39,2016 Chevrolet Volt,53,PHEV,Continued,25,Male,9.11,0,4,4,5,4,4,5,5,4,4,3,"$200,000 to $249,999",Level 1,Level 2,Level 2,18,1,40
3483,2019,33,2015 Tesla Model S,271,BEV,Continued,65,Male,10.44,0,5,5,5,5,5,4,5,5,5,5,I prefer not to answer,Level 2,Level 2,No charging,32,0,40
3484,2019,34,2016 smart fortwo,68,BEV,Continued,55,Male,8.14,0,4,4,5,4,4,3,3,3,4,3,"$100,000 to $149,999",Level 1,Level 2,No charging,117,1,40
3485,2019,9,2012 Nissan Leaf,84,BEV,Continued,65,Female,,0,3,4,1,1,4,2,4,1,1,1,"$150,000 to $199,999",No Charging,,DC Fast,41,1,40
3486,2019,46,2015 Toyota Prius Plug-in,11,PHEV,Continued,45,Male,11.06,0,5,5,5,5,5,4,5,4,4,4,"$200,000 to $249,999",Level 1,No charging,No charging,24,0,40
3487,2019,,2011 Nissan Leaf,84,BEV,Original,65,Female,5.99,0,3,3,4,2,3,2,3,1,3,3,"$50,000 to $99,999",No Charging,,,,0,40
3488,2019,,2015 Chevrolet Volt,53,PHEV,Original,,,,0,,,,,,,,,,,,Level 1,No charging,No charging,,1,1
3489,2019,46,2016 Volkswagen e-Golf,84,BEV,Continued,45,Male,9.8,0,5,4,5,5,5,2,5,2,5,4,"$100,000 to $149,999",Level 1,No charging,No charging,24,1,40
3490,2019,30,2017 FIAT 500e,87,BEV,Original,35,Male,14.89,0,5,4,5,5,5,5,5,4,5,5,"$100,000 to $149,999",Level 1,No charging,Level 2,38,1,40
3491,2019,36,2016 Volkswagen e-Golf,84,BEV,Continued,,Male,10.98,0,4,4,4,3,4,3,1,2,3,1,I prefer not to answer,No Charging,Level 2,Level 2,37,1,40
3492,2019,50,2013 Tesla Model S,271,BEV,Continued,55,Male,7.26,0,5,5,5,5,5,5,5,5,5,5,"$400,000 to $449,999",Level 1,,Level 2,18,0,40
3493,2019,37,2017 BMW i3,81,PHEV,Continued,65,Male,,1,4,4,5,4,5,2,5,2,2,2,"$50,000 to $99,999",Level 2,No charging,No charging,,1,40
3494,2019,83,2012 Tesla Model S,271,BEV,Original,80,Male,15.27,2,5,4,5,5,5,3,4,2,2,3,"$250,000 to $299,999",Level 2,No charging,No charging,126,0,40
3495,2019,76,2013 Toyota RAV4 EV,103,BEV,Continued,75,Male,3.31,0,5,5,5,5,5,4,4,2,3,3,"$150,000 to $199,999",Level 2,,Level 2,26,1,40
3496,2019,48,2015 Tesla Model S,271,BEV,Original,55,Male,28.57,3,5,5,5,5,5,4,5,5,5,5,"$250,000 to $299,999",Level 2,DC Fast,DC Fast,24,0,40
3497,2019,78,2012 Tesla Model S,271,BEV,Continued,45,Male,54.04,0,5,5,5,5,5,4,5,5,5,5,"$250,000 to $299,999",Level 2,,Level 2 & DC Fast,18,0,40
3498,2019,87,2013 Chevrolet Volt,53,PHEV,Original,55,Male,,2,5,5,5,5,5,4,5,4,5,5,"$300,000 to $349,999",Level 2,No charging,No charging,37,0,40
3499,2019,74,2013 Tesla Model S,271,BEV,Original,55,Male,9.06,12,5,5,5,5,5,4,5,5,5,5,"$50,000 to $99,999",No Charging,Level 1,"Level 1, Level 2 & DC Fast",24,0,40
3500,2019,36,2016 Ford Fusion Energi,20,PHEV,Continued,55,Male,2.7,0,5,5,5,5,5,5,5,3,5,5,"$150,000 to $199,999",Level 1,Level 2,No charging,42,1,40
3501,2019,22,2018 Chevrolet Volt,53,PHEV,Original,65,Male,52.69,15,5,5,5,5,5,5,5,5,5,5,"$200,000 to $249,999",Level 2,Level 2,No charging,23,0,39
3502,2019,,2015 Kia Soul EV,111,BEV,Original,65,Female,15.08,0,5,5,5,5,5,4,4,3,4,4,"$50,000 to $99,999",No Charging,,,,0,40
3503,2019,46,2016 Chevrolet Volt,53,PHEV,Continued,75,Male,2.9,0,5,5,5,4,5,4,4,2,4,4,"$250,000 to $299,999",Level 2,Level 1,No charging,42,0,40
3504,2019,35,2012 Toyota Prius Plug-in,11,PHEV,Original,,,,0,,,,,,,,,,,,Level 1,,,32,1,6
3505,2019,40,2015 Nissan Leaf,84,BEV,Original,,,,0,,,,,,,,,,,,Level 2,No charging,No charging,24,1,1
3506,2019,85,2012 Nissan Leaf,84,BEV,Continued,65,Female,11.42,0,5,5,5,5,5,4,5,2,2,3,"$50,000 to $99,999",Level 1,,Level 2,14,1,40
3507,2019,37,2014 Chevrolet Volt,53,PHEV,Continued,25,Male,16.42,0,5,5,4,4,5,3,5,4,4,2,I prefer not to answer,Level 1,,,24,1,40
3508,2019,41,2015 Nissan Leaf,84,BEV,Discontinued,45,Male,27.83,0,3,4,5,5,5,4,4,2,1,4,"$100,000 to $149,999",Level 1,,,23,1,40
3509,2019,24,2017 Chevrolet Bolt EV,238,BEV,Original,65,Male,22.65,0,5,3,5,5,5,5,5,5,5,5,"$250,000 to $299,999",Level 1,No charging,Level 2 & DC Fast,24,1,40
3510,2019,91,2012 Ford Focus Electric,76,BEV,Original,65,Male,,0,,,,,,,,,,,,Level 2,,,28,0,16
3511,2019,95,2012 Chevrolet Volt,53,PHEV,Original,65,Female,15.85,1,5,4,5,5,5,5,5,4,4,5,"$450,000 to $499,999",Level 1,,Level 2,25,0,40
3512,2019,103,2011 Nissan Leaf,84,BEV,Original,75,Male,8.62,0,5,5,5,5,5,2,5,2,5,3,"$50,000 to $99,999",Level 2,,Level 2,17,0,40
3513,2019,,2015 Nissan Leaf,84,BEV,Original,,,,0,,,,,,,,,,,,No Charging,Level 2,No charging,24,1,1
3514,2019,57,2015 Tesla Model S,271,BEV,Original,65,Male,1.57,1,5,5,5,5,5,4,5,3,3,5,I prefer not to answer,Level 2,No charging,No charging,16,0,40
3515,2019,32,2015 BMW i3,81,PHEV,Discontinued,35,Male,8.18,0,5,5,5,5,5,4,5,4,5,5,"$100,000 to $149,999",Level 2,Level 2,No charging,40,1,40
3516,2019,47,2016 Tesla Model S,271,BEV,Continued,45,Male,6.65,1,5,5,5,5,5,5,5,5,5,5,"$500,000 or more",Level 2,Level 1,DC Fast,16,1,40
3517,2019,70,2012 Toyota Prius Plug-in,11,PHEV,Continued,55,Male,30.57,0,4,4,5,2,5,1,5,1,5,4,"$150,000 to $199,999",Level 1,Level 2,No charging,33,0,40
3518,2019,49,2015 Tesla Model S,271,BEV,Original,55,Male,4.4,0,5,5,5,5,5,5,5,4,5,5,"$150,000 to $199,999",Level 1,Level 2,DC Fast,23,0,40
3519,2019,37,2013 Nissan Leaf,84,BEV,Continued,45,Male,27.83,0,5,4,5,5,5,5,5,3,4,3,"$100,000 to $149,999",Level 1,Level 1,Level 1,14,1,40
3520,2019,,2013 Nissan Leaf,84,BEV,Original,,,,0,,,,,,,,,,,,Level 1,,,26,1,1
3521,2019,29,2017 Chevrolet Volt,53,PHEV,Original,65,Female,0.55,0,5,5,5,5,5,5,5,2,5,4,"$50,000 to $99,999",No Charging,,,31,1,40
3522,2019,36,2016 Volkswagen e-Golf,84,BEV,Continued,,Decline to state,15.75,0,4,5,5,4,4,5,5,1,5,3,"$150,000 to $199,999",Level 1,Level 1,No charging,28,1,40
3523,2019,39,2016 Tesla Model S,271,BEV,Continued,75,Male,12.08,0,5,5,5,5,5,5,5,4,5,5,"$50,000 to $99,999",Level 2,No charging,No charging,42,0,40
3524,2019,55,2015 Tesla Model S,271,BEV,Original,75,Male,3.16,8,5,4,5,5,5,4,3,4,3,4,"$500,000 or more",Level 2,No charging,Level 2,107,0,40
3525,2019,36,2014 Ford Focus Electric,76,BEV,Continued,45,Male,14.74,0,5,5,5,5,5,5,5,2,5,5,"$150,000 to $199,999",Level 2,Level 1,,24,1,40
3526,2019,66,2014 Chevrolet Spark EV,82,BEV,Continued,45,Male,16.63,0,4,4,5,4,5,5,5,2,2,4,"$50,000 to $99,999",Level 1,,Level 2,29,1,40
3527,2019,,2016 Toyota Mirai,300,,Original,75,Male,34.67,4,5,5,3,5,5,5,4,5,4,5,"$50,000 to $99,999",No Charging,,,,0,40
3528,2019,39,2015 Fiat 500e,87,BEV,Continued,55,Male,3.4,0,4,4,5,5,5,5,5,2,4,3,"$300,000 to $349,999",No Charging,,Level 2 & DC Fast,95,1,40
3529,2019,32,2016 Volkswagen e-Golf,84,BEV,Continued,55,Male,20.88,0,4,3,4,5,5,4,5,1,3,4,"$150,000 to $199,999",Level 1,No charging,No charging,24,1,40
3530,2019,,2018 Honda Clarity Fuel Cell,300,,Original,45,Male,5.41,0,5,5,2,5,5,4,5,4,1,4,"$50,000 to $99,999",No Charging,,,,0,40
3531,2019,36,2013 Ford C-Max Energi,20,PHEV,Discontinued,55,Female,27.55,0,5,5,5,5,5,5,5,5,5,5,"$150,000 to $199,999",Level 1,Level 1,,24,1,40
3532,2019,16,2015 Tesla Model S,271,BEV,Discontinued,45,Male,,0,5,5,5,5,5,5,5,5,5,5,"Less than $50,000",Level 1,No charging,No charging,,1,40
3533,2019,67,2014 Chevrolet Volt,53,PHEV,Original,35,Male,28.8,4,5,5,5,5,5,4,5,4,4,5,"$50,000 to $99,999",Level 2,,Level 2,24,0,40
3534,2019,77,2013 Toyota Prius Plug-in,11,PHEV,Original,45,Female,38.32,2,5,5,5,4,5,5,5,4,5,3,I prefer not to answer,Level 1,,,23,0,40
3535,2019,79,2012 Toyota Prius Plug-in,11,PHEV,Original,65,Female,5.12,1,3,5,5,5,5,4,5,2,5,3,I prefer not to answer,Level 1,,,24,0,40
3536,2019,35,2015 Toyota Prius Plug-in,11,PHEV,Continued,35,Female,33.56,0,5,4,2,2,3,2,4,2,4,3,"$150,000 to $199,999",Level 1,No charging,No charging,98,1,40
3537,2019,40,2016 Kia Soul EV,111,BEV,Continued,45,Female,3.7,0,5,5,5,5,5,5,5,2,5,5,"$50,000 to $99,999",Level 2,No charging,No charging,76,1,40
3538,2019,45,2013 Nissan Leaf,84,BEV,Continued,45,Male,2.67,0,4,4,5,5,5,5,1,2,5,2,"$50,000 to $99,999",Level 1,,Level 2,41,1,40
3539,2019,64,2014 BMW i3,81,PHEV,Original,55,Male,29.88,0,5,3,5,5,5,2,4,2,4,4,"$200,000 to $249,999",Level 2,,Level 2,37,0,40
3540,2019,43,2014 Ford Fusion Energi,20,PHEV,Continued,,,,0,,,,,,,,,,,,Level 1,,,50,0,11
3541,2019,38,2016 Ford C-Max Energi,20,PHEV,Continued,75,Female,5.28,10,5,5,5,5,5,5,5,4,4,4,"$150,000 to $199,999",No Charging,,,18,1,40
3542,2019,36,2016 Nissan Leaf,84,BEV,Continued,35,Male,36.07,0,,,,,,,,,,,,Level 2,Level 2,Level 2,28,1,23
3543,2019,20,2018 Tesla Model S 75D,249,BEV,Original,65,Female,2.59,2,5,5,5,5,5,5,5,4,5,5,"$100,000 to $149,999",Level 1,No charging,DC Fast,,0,40
3544,2019,23,2017 Fiat 500e,87,BEV,Original,55,Male,28.76,0,5,5,5,5,5,5,5,2,5,4,"$350,000 to $399,999",Level 1,No charging,No charging,23,1,40
3545,2019,36,2016 Nissan Leaf,84,BEV,Discontinued,55,Male,25.41,0,4,4,3,3,4,4,4,4,4,4,"$150,000 to $199,999",Level 1,Level 1,Level 1,24,1,40
3546,2019,33,2017 Toyota Prius Prime,25,PHEV,Original,,,,0,,,,,,,,,,,,Level 1,Level 2,No charging,46,0,10
3547,2019,35,2016 Chevrolet Volt,53,PHEV,Continued,55,Male,22.78,0,5,3,2,2,4,2,5,1,3,3,"$150,000 to $199,999",Level 2,No charging,No charging,24,1,40
3548,2019,29,2014 Smart fortwo,68,BEV,Continued,55,Female,5.7,0,4,2,5,4,5,5,5,2,4,4,"$200,000 to $249,999",Level 1,,Level 2,50,1,40
3549,2019,56,2015 Tesla Model S,271,BEV,Original,65,Male,,10,5,5,5,5,5,3,4,5,5,5,"$250,000 to $299,999",Level 1,No charging,Level 1 & DC Fast,28,0,40
3550,2019,82,2013 Tesla Model S,271,BEV,Original,75,Female,19.67,4,5,5,5,5,5,5,5,5,5,3,"$100,000 to $149,999",Level 2,,DC Fast,,0,40
3551,2019,35,2016 Chevrolet Volt,53,PHEV,Discontinued,35,Male,20.25,0,5,5,3,4,5,4,5,4,3,3,"$200,000 to $249,999",Level 1,Level 1,No charging,24,1,40
3552,2019,52,2015 Chevrolet Volt,53,PHEV,Original,45,Male,16,1,5,4,5,4,5,5,5,4,5,3,"$200,000 to $249,999",No Charging,Level 2,No charging,50,0,40
3553,2019,48,2015 Tesla Model S,271,BEV,Continued,75,Male,1.65,0,5,5,5,5,5,4,4,4,5,5,"$100,000 to $149,999",Level 2,No charging,No charging,16,0,40
3555,2019,21,2018 smart fortwo electric drive convertible,68,BEV,Continued,55,Female,3.99,0,5,5,5,5,5,5,5,3,3,5,"$150,000 to $199,999",Level 1,No charging,No charging,24,1,40
3556,2019,30,2016 Volkswagen e-Golf,84,BEV,Continued,45,Male,10.36,0,5,5,4,4,5,5,5,5,5,5,"$200,000 to $249,999",Level 1,Level 1,No charging,116,0,40
3557,2019,28,2017 Chevrolet Bolt EV,238,BEV,Original,35,Male,17.72,0,5,5,5,5,5,4,5,5,5,4,"$150,000 to $199,999",Level 2,Level 2,No charging,26,0,40
3558,2019,34,2017 Toyota Prius Prime,25,PHEV,Original,55,Female,19.23,1,4,4,4,4,5,4,5,4,2,4,"$150,000 to $199,999",Level 1,No charging,No charging,31,0,39
3559,2019,,2013 Tesla Model S,271,BEV,Original,75,Female,2.49,1,5,4,4,5,5,5,4,5,5,4,I prefer not to answer,No Charging,,,,0,40
3560,2019,36,2015 Ford Fusion Energi,20,PHEV,Discontinued,80,Male,5.58,0,5,2,4,4,1,4,4,1,4,4,,Level 1,No charging,No charging,18,1,34
3561,2019,74,2013 Tesla Model S,271,BEV,Original,,,,0,,,,,,,,,,,,Level 2,,,24,0,10
3562,2019,39,2016 Hyundai Sonata Plug-in Hybrid,28,PHEV,Original,65,Male,2.59,0,5,4,4,4,4,4,4,2,2,4,"$50,000 to $99,999",No Charging,,,17,0,40
3563,2019,36,2016 Nissan Leaf,84,BEV,Continued,55,Female,14.69,0,5,5,5,5,5,5,5,4,5,4,I prefer not to answer,Level 2,No charging,No charging,15,1,40
3564,2019,,2013 Nissan Leaf,84,BEV,Original,,,,0,,,,,,,,,,,,Level 2,,,24,1,1
3565,2019,62,2014 Chevrolet Volt,53,PHEV,Continued,65,Male,,1,5,4,5,5,5,4,5,5,5,4,"$100,000 to $149,999",Level 1,,,46,1,40
3566,2019,72,2013 Chevrolet Volt,53,PHEV,Original,65,Female,17.05,0,5,5,5,5,5,5,5,4,5,5,"$200,000 to $249,999",Level 2,,,24,0,40
3567,2019,48,2014 Nissan Leaf,84,BEV,Continued,55,Male,2.62,0,5,5,5,5,5,4,5,2,4,3,"$100,000 to $149,999",Level 2,,Level 2,24,1,40
3568,2019,47,2016 Tesla S 85 D,270,BEV,Original,65,Male,5.42,0,5,5,5,5,5,5,5,4,5,5,"$300,000 to $349,999",Level 2,Level 1,DC Fast,24,0,40
3569,2019,63,2013 Honda Fit EV,82,BEV,Continued,65,Female,3.31,0,5,2,5,2,5,5,5,1,1,2,"$50,000 to $99,999",Level 1,,,26,1,40
3570,2019,32,2017 Chevrolet Bolt EV,238,BEV,Original,55,Male,,1,5,4,5,5,5,4,5,4,4,5,"$200,000 to $249,999",Level 2,Level 2,No charging,18,0,40
3571,2019,35,2016 Tesla Model X,270,BEV,Original,65,Female,14.97,2,5,5,5,5,5,5,5,4,5,5,"$100,000 to $149,999",Level 2,DC Fast,No charging,27,0,40
3572,2019,,2016 Toyota Mirai,300,,Original,55,Male,30.56,3,2,3,1,2,2,2,5,1,1,2,"$500,000 or more",No Charging,,,,0,40
3573,2019,50,2015 Nissan Leaf,84,BEV,Original,55,Male,4.1,1,5,4,5,5,5,5,5,4,4,3,"$150,000 to $199,999",Level 1,Level 2,No charging,17,0,40
3574,2019,20,2018 Chevrolet Bolt EV,238,BEV,Original,65,Female,20.18,0,5,5,5,5,5,5,5,5,5,5,I prefer not to answer,Level 2,No charging,No charging,42,0,40
3575,2019,53,2015 Tesla Model S,271,BEV,Original,75,Female,5.98,1,5,5,5,5,5,4,5,5,5,5,"$100,000 to $149,999",Level 2,No charging,No charging,,0,40
3576,2019,36,2014 Toyota Prius Plug-in,11,PHEV,Discontinued,35,Female,12.3,0,5,5,5,5,5,3,5,5,3,5,"Less than $50,000",No Charging,,,,0,40
3577,2019,26,2017 Chevrolet Bolt EV,238,BEV,Original,35,Female,20.56,1,4,4,5,5,5,2,2,4,5,1,"$100,000 to $149,999",Level 1,Level 2,No charging,35,0,40
3578,2019,82,2013 Ford C-Max Energi,20,PHEV,Original,80,Male,2.78,0,5,5,5,5,5,4,5,3,5,4,"$50,000 to $99,999",Level 1,,,,0,40
3579,2019,36,2016 Chevrolet Volt,53,PHEV,Original,65,Male,1.63,0,5,4,5,5,5,4,4,4,5,4,I prefer not to answer,Level 2,Level 2,No charging,31,0,40
3580,2019,36,2016 Chevrolet Volt,53,PHEV,Original,65,Male,,0,,,,,,,,,,,,Level 1,No charging,No charging,28,0,17
3582,2019,44,2016 Ford Fusion Energi,20,PHEV,Original,65,Female,0.69,2,5,5,5,5,5,5,5,2,5,5,"$100,000 to $149,999",Level 1,No charging,No charging,,0,40
3583,2019,73,2012 Toyota Prius Plug-in,11,PHEV,Continued,80,Female,6.26,0,5,5,5,5,5,5,5,5,5,5,"$150,000 to $199,999",Level 1,,Level 1,,0,40
3584,2019,85,2012 Nissan Leaf,84,BEV,Original,55,Male,10.42,0,4,3,5,4,5,4,4,1,3,3,"$50,000 to $99,999",Level 2,,Level 2,25,0,40
3585,2019,41,2012 Nissan Leaf,84,BEV,Discontinued,45,Female,6.85,0,5,5,5,5,5,2,5,1,5,3,"$200,000 to $249,999",Level 2,,,42,1,40
3586,2019,26,2015 BMW i3,81,PHEV,Continued,55,Female,8.35,0,4,5,3,5,5,2,4,2,4,4,"$250,000 to $299,999",No Charging,Level 1,No charging,18,1,40
3587,2019,75,2013 Chevrolet Volt,53,PHEV,Continued,55,Female,,1,4,5,5,4,5,5,5,4,4,4,"$500,000 or more",Level 1,,,27,1,40
3588,2019,25,2012 Nissan Leaf,84,BEV,Discontinued,65,Male,3.09,0,5,5,5,5,5,5,5,4,5,5,"$50,000 to $99,999",Level 2,,,24,1,40
3589,2019,53,2015 Tesla Model S,271,BEV,Original,65,Female,7.7,0,5,5,5,5,5,5,5,5,5,5,"$150,000 to $199,999",Level 2,,,29,0,40
3590,2019,36,2017 Toyota Prius Prime,25,PHEV,Original,75,Male,13.42,2,5,5,5,5,5,5,5,4,5,5,I prefer not to answer,Level 1,No charging,No charging,50,0,40
3591,2019,21,2018 Chevrolet Bolt EV,238,BEV,Original,55,Female,3.03,0,3,2,5,5,5,2,4,5,3,3,I prefer not to answer,Level 1,Level 1,DC Fast,23,1,40
3592,2019,56,2015 Toyota Prius Plug-in,11,PHEV,Original,45,Male,2.75,2,5,5,5,3,5,4,5,2,4,3,"$200,000 to $249,999",No Charging,No charging,Level 2,,0,40
3593,2019,44,2015 Nissan Leaf,84,BEV,Continued,35,Male,,0,3,2,4,1,5,1,1,1,4,3,"$150,000 to $199,999",Level 2,No charging,No charging,18,0,40
3594,2019,41,2015 Tesla Model S,271,BEV,Continued,55,Male,28.61,0,5,5,5,5,5,4,4,5,5,4,"$100,000 to $149,999",Level 2,No charging,No charging,29,0,40
3595,2019,53,2015 Ford C-Max Energi,20,PHEV,Continued,45,Female,20.93,1,2,4,1,2,2,1,4,1,4,5,"$350,000 to $399,999",Level 1,Level 1,No charging,38,1,40
3596,2019,36,2013 Fiat 500e,87,BEV,Continued,45,Male,13.33,0,2,2,5,4,5,5,2,2,1,3,"$100,000 to $149,999",Level 1,,,24,1,40
3597,2019,48,2014 Chevrolet Volt,53,PHEV,Continued,55,Male,1.7,0,5,2,5,5,4,5,4,2,5,5,"$150,000 to $199,999",Level 1,,,24,1,40
3598,2019,32,2013 Nissan Leaf,84,BEV,Continued,55,Male,6.25,0,4,4,5,3,5,2,5,2,2,2,"$100,000 to $149,999",Level 2,,Level 2 & DC Fast,24,1,40
3599,2019,54,2015 Tesla Model S,271,BEV,Original,75,Male,2.99,2,5,5,5,5,4,5,5,4,5,5,I prefer not to answer,Level 2,No charging,DC Fast,,0,40
3600,2019,32,2016 Volkswagen e-Golf,84,BEV,Continued,35,Male,9.2,0,4,4,5,4,4,5,5,2,4,3,"$200,000 to $249,999",No Charging,Level 2,Level 2,16,1,40
3601,2019,44,2015 Ford C-Max Energi,20,PHEV,Continued,45,Male,32.54,0,5,5,5,5,5,5,5,5,5,5,I prefer not to answer,Level 1,Level 2,No charging,40,0,40
3602,2019,69,2014 Toyota Prius Plug-in,11,PHEV,Continued,65,Female,45.95,1,4,1,4,4,4,4,5,5,5,3,I prefer not to answer,Level 1,,,24,1,40
3603,2019,51,2013 Toyota Prius Plug-in,11,PHEV,Continued,45,Male,5.46,0,4,2,3,2,5,5,4,2,5,3,"$300,000 to $349,999",Level 1,,,24,0,40
3604,2019,69,2014 Toyota Prius Plug-in,11,PHEV,Original,45,Male,14.28,2,5,5,5,4,5,5,5,4,5,5,"$100,000 to $149,999",Level 1,No charging,No charging,,0,40
3605,2019,,2017 Toyota Mirai,300,,Original,,,,0,,,,,,,,,,,,No Charging,,,,0,10
3606,2019,37,2013 Ford C-Max Energi,20,PHEV,Continued,65,Male,17.16,0,5,5,5,5,5,4,4,5,5,4,"$100,000 to $149,999",No Charging,,,24,1,40
3607,2019,48,2016 Chevrolet Volt,53,PHEV,Original,65,Female,1.53,0,4,4,4,4,5,4,4,4,4,4,I prefer not to answer,Level 1,No charging,No charging,24,0,40
3608,2019,47,2016 Chevrolet Volt,53,PHEV,Continued,75,Male,3.86,4,5,5,5,5,5,5,5,5,5,5,"$100,000 to $149,999",Level 2,No charging,No charging,99,1,40
3609,2019,66,2015 BMW i3,81,BEV,Original,65,Male,4.43,0,5,5,5,5,5,2,5,3,5,5,"$300,000 to $349,999",Level 2,Level 1,Level 1 & Level 2,41,0,40
3610,2019,83,2012 Tesla Model S,271,BEV,Original,55,Male,7.22,4,5,5,5,5,5,4,5,5,5,3,"$150,000 to $199,999",Level 2,,,50,0,40
3611,2019,,2016 Chevrolet Spark EV,82,BEV,Original,,,,0,,,,,,,,,,,,Level 1,Level 1,DC Fast,42,1,2
3612,2019,60,2014 Honda Fit EV,82,BEV,Continued,55,Male,4.54,0,5,4,5,5,5,5,5,2,5,3,"$100,000 to $149,999",Level 2,,,24,1,40
3613,2019,37,2017 Ford C-MAX Energi Plug-In Hybrid,20,PHEV,Continued,65,Male,,20,5,5,5,5,5,5,5,4,5,5,"$150,000 to $199,999",Level 1,Level 2,No charging,,1,40
3614,2019,,2014 Toyota RAV4 EV,103,BEV,Original,55,Female,5.58,0,5,5,5,4,5,4,5,2,4,4,"$50,000 to $99,999",No Charging,,,,0,40
3615,2019,41,2016 Tesla Model S,271,BEV,Original,65,Male,28.33,2,5,5,5,5,5,4,5,5,5,5,"$50,000 to $99,999",Level 2,No charging,No charging,,0,40
3616,2019,41,2014 Chevrolet Spark EV,82,BEV,Continued,55,Female,4.67,0,4,3,5,4,5,5,5,4,5,4,"$100,000 to $149,999",Level 2,,,18,1,40
3617,2019,42,2015 Toyota Prius Plug-in,11,PHEV,Original,65,Female,1.88,3,5,5,4,4,5,4,5,4,4,4,"$50,000 to $99,999",Level 1,No charging,Level 1,,0,40
3618,2019,,2013 Chevrolet Volt,53,PHEV,Original,45,Male,5.37,2,5,3,5,4,3,4,4,4,4,4,"$50,000 to $99,999",No Charging,,,,0,40
3619,2019,19,2018 Tesla Model 3 Long Range,310,BEV,Original,55,Male,5.39,8,5,5,5,5,5,5,5,5,5,5,"$150,000 to $199,999",Level 1,No charging,No charging,46,0,40
3620,2019,37,2017 Chevrolet Volt,53,PHEV,Original,75,Male,,1,5,4,5,5,5,5,5,5,5,5,"$150,000 to $199,999",Level 1,No charging,No charging,24,0,40
3621,2019,36,2016 Nissan Leaf,84,BEV,Continued,25,Female,1.42,0,5,4,5,5,5,5,5,2,5,3,"$50,000 to $99,999",No Charging,Level 1,No charging,24,1,40
3622,2019,35,2016 Volkswagen e-Golf,84,BEV,Original,45,Male,31.88,0,5,5,4,3,3,5,4,1,3,3,"$100,000 to $149,999",Level 2,No charging,Level 2,24,1,40
3623,2019,45,2016 Ford Fusion Energi,20,PHEV,Original,35,Male,,0,,,,,,,,,,,,No Charging,,,29,1,16
3624,2019,29,2016 BMW i3,81,PHEV,Discontinued,25,Genderqueer/non-binary,,0,5,5,5,5,5,3,5,2,5,5,I prefer not to answer,No Charging,No charging,No charging,,1,40
3625,2019,64,2014 Cadillac ELR,37,PHEV,Original,75,Male,,0,,,,,,,,,,,,Level 2,,,24,0,17
3626,2019,73,2013 Ford C-Max Energi,20,PHEV,Original,45,Male,4.27,2,5,5,5,5,5,4,4,4,4,3,"$200,000 to $249,999",Level 1,,Level 2,29,0,40
3627,2019,26,2017 Tesla Model S,271,BEV,Original,55,Male,30.85,10,5,4,5,5,5,2,3,4,4,4,"$450,000 to $499,999",Level 2,No charging,No charging,14,0,40
3628,2019,67,2014 Chevrolet Volt,53,PHEV,Original,35,Male,2.69,2,5,4,5,5,5,3,5,1,4,2,"$300,000 to $349,999",Level 1,,,,0,40
