"﻿""id. Response ID""",Electric driving range,oldcartype,Discontinuance (inc. purchased lease) 2,Age,Gender,Oneway_commute_dist,Long_trip_num,Safety,Refuelling/Recharging costs,Environmental impacts,Reliability,Electric driving range,Convenience of charging,Household_income,"Home Charging (L1, L2, None)","Work charging (L1, L2, DC, none)",Public charging,Second_vehicle,"Lease (1 lease, 0 other)",Survey_completion
2240,20,PHEV,Original,,,,0,,,,,,,,Level 2,,,30,0,10
2244,20,PHEV,Continued,65,Male,3.62,0,5,5,4,4,1,4,"$100,000 to $149,999",Level 2,No charging,No charging,47,1,40
2245,53,PHEV,Discontinued,65,Male,5,0,5,5,5,2,4,5,I prefer not to answer,Level 2,Level 2,Level 2,,1,40
2247,11,PHEV,Original,65,Male,2.13,6,5,5,5,5,4,2,"$200,000 to $249,999",Level 1,No charging,No charging,16,0,40
2248,20,PHEV,Continued,65,Female,188.91,0,5,5,5,5,5,5,"$100,000 to $149,999",Level 2,,,,1,40
2251,53,PHEV,Original,65,Female,7.7,0,4,5,5,4,2,3,I prefer not to answer,Level 1,No charging,No charging,16,0,40
2252,53,PHEV,Original,55,Female,17.95,2,5,5,5,4,2,2,"$100,000 to $149,999",Level 1,No charging,No charging,,0,40
2255,20,PHEV,Discontinued,45,Male,8.09,0,4,5,4,4,2,2,"$50,000 to $99,999",No Charging,Level 2,No charging,,1,40
2257,25,PHEV,Original,25,Female,5.59,2,5,4,5,5,4,4,"Less than $50,000",No Charging,,,,1,40
2258,20,PHEV,Continued,55,Female,30.26,0,5,5,5,5,4,5,"$50,000 to $99,999",Level 1,No charging,No charging,31,1,40
2261,11,PHEV,Continued,45,Male,15.45,0,5,5,4,5,1,3,"$200,000 to $249,999",No Charging,,,,0,40
2264,25,PHEV,Continued,45,Female,37.98,0,4,5,5,5,2,5,"$150,000 to $199,999",Level 1,Level 2,Level 2,,0,40
2265,25,PHEV,Original,75,Male,11.55,3,5,5,5,5,4,5,I prefer not to answer,Level 1,No charging,No charging,,0,40
2271,114,PHEV,Original,45,Female,1.8,0,5,5,5,5,2,2,"$250,000 to $299,999",No Charging,,,35,1,40
2272,53,PHEV,Original,35,Male,30.68,0,5,3,5,4,4,5,I prefer not to answer,Level 2,Level 2,No charging,,1,40
2273,20,PHEV,Original,45,Male,5.93,3,5,5,5,5,4,5,"Less than $50,000",Level 1,No charging,Level 2,,1,40
2277,53,PHEV,Original,,,,0,,,,,,,,Level 2,Level 2,Level 2,27,0,10
2278,53,PHEV,Continued,55,Male,12.6,0,,,,,,,,Level 2,,Level 2,,0,18
2279,48,PHEV,Original,75,Female,0.98,0,5,5,5,5,4,5,I prefer not to answer,Level 2,No charging,No charging,42,0,40
2280,25,PHEV,Original,65,Male,18.91,0,5,4,3,5,4,3,"$200,000 to $249,999",Level 1,No charging,No charging,42,0,40
2281,28,PHEV,Original,65,Male,73.24,2,5,5,5,5,5,5,I prefer not to answer,Level 1,No charging,Level 1,28,0,40
2283,26,PHEV,Original,75,Male,8.65,3,5,5,4,5,4,5,"$100,000 to $149,999",Level 1,No charging,Level 2,24,1,40
2288,16,PHEV,Original,35,Male,,0,,,,,,,,Level 1,No charging,Level 2,29,1,12
2290,114,PHEV,Original,55,Male,19.91,0,5,5,5,5,4,4,"$100,000 to $149,999",No Charging,Level 2,No charging,25,1,40
2292,11,PHEV,Original,,,,0,,,,,,,,Level 1,,,14,1,1
2294,81,PHEV,Discontinued,45,Male,,0,4,5,5,4,2,3,"$400,000 to $449,999",No Charging,Level 2,No charging,30,1,40
2295,16,PHEV,Original,45,Male,5.7,10,5,4,3,5,4,5,"$100,000 to $149,999",Level 2,No charging,Level 2,35,0,40
2297,81,PHEV,Original,45,Male,49.12,2,4,5,4,5,4,5,"$100,000 to $149,999",Level 2,No charging,No charging,24,0,40
2298,53,PHEV,Continued,75,Male,17.98,0,4,5,4,4,2,4,"$50,000 to $99,999",Level 2,No charging,Level 1,,1,40
2301,20,PHEV,Continued,65,Male,1.45,0,3,5,5,5,4,2,"$50,000 to $99,999",Level 1,,,16,1,40
2303,53,PHEV,Discontinued,45,Male,1.57,0,5,5,3,5,5,5,"$350,000 to $399,999",Level 1,No charging,No charging,23,1,40
2304,20,PHEV,Continued,45,Male,34.68,0,4,3,3,2,1,3,"$100,000 to $149,999",Level 1,Level 1,Level 1 & Level 2,28,1,40
2306,114,PHEV,Original,35,Male,6.7,0,5,5,5,5,3,4,"$200,000 to $249,999",Level 1,No charging,Level 2,29,1,40
2307,25,PHEV,Original,65,Male,11.82,10,5,5,5,5,4,4,"$200,000 to $249,999",Level 2,No charging,No charging,17,0,40
2311,25,PHEV,Discontinued,55,Female,11.56,0,4,2,4,4,1,1,"$50,000 to $99,999",Level 1,Level 1,No charging,,1,40
2314,11,PHEV,Original,55,Male,8.58,2,5,5,4,5,2,5,"Less than $50,000",Level 1,Level 1,Level 1,24,0,40
2316,11,PHEV,Original,45,Female,,0,4,5,5,4,4,4,"$100,000 to $149,999",Level 1,,,24,0,40
2317,53,PHEV,Continued,45,Male,22.84,0,5,5,5,5,3,3,"$200,000 to $249,999",Level 1,Level 2,No charging,17,0,40
2319,29,PHEV,Original,55,Male,19.9,8,5,5,4,4,2,2,"$200,000 to $249,999",Level 1,Level 2,No charging,124,1,40
2321,53,PHEV,Original,65,Male,52.33,2,5,5,5,5,2,5,"$400,000 to $449,999",Level 2,,,24,0,40
2325,53,PHEV,Original,45,Male,20.84,3,5,5,5,5,4,4,"$350,000 to $399,999",Level 2,Level 2,No charging,18,0,40
2331,48,PHEV,Original,55,Male,6.31,3,4,5,5,5,5,5,"$250,000 to $299,999",Level 2,No charging,Level 2,42,0,40
2335,25,PHEV,Original,65,Male,21.98,3,4,5,4,4,2,1,"$50,000 to $99,999",Level 1,No charging,No charging,24,0,40
2337,53,PHEV,Discontinued,65,Male,4.91,0,5,5,5,4,5,5,"$200,000 to $249,999",Level 1,No charging,No charging,50,1,40
2338,53,PHEV,Discontinued,45,Male,13.54,0,4,4,5,5,5,4,I prefer not to answer,Level 1,No charging,No charging,26,1,40
2339,25,PHEV,Original,45,Female,26.37,0,5,5,5,5,4,5,"$300,000 to $349,999",Level 1,Level 2,No charging,24,0,40
2341,81,PHEV,Continued,25,Female,25.54,1,5,4,5,5,2,2,"$250,000 to $299,999",No Charging,Level 1,No charging,28,1,40
2345,20,PHEV,Continued,55,Male,65.88,0,5,5,5,5,4,5,"$400,000 to $449,999",Level 2,No charging,No charging,,1,40
2346,20,PHEV,Original,,,,0,,,,,,,,Level 1,Level 1,No charging,,1,6
2350,20,PHEV,Discontinued,55,Male,39.35,0,5,3,3,5,1,4,"$200,000 to $249,999",Level 1,,,14,1,40
2352,53,PHEV,Continued,45,Male,8.49,1,5,5,4,5,3,5,"$300,000 to $349,999",Level 1,No charging,Level 2,18,1,40
2353,53,PHEV,Original,25,Female,0.82,3,5,5,5,4,4,4,"$50,000 to $99,999",Level 1,No charging,No charging,,0,40
2359,81,PHEV,Continued,65,Male,4.48,0,5,5,5,5,5,5,"$200,000 to $249,999",Level 2,No charging,No charging,27,1,40
2362,81,PHEV,Discontinued,45,Female,12.29,0,1,1,1,1,1,1,"$150,000 to $199,999",Level 1,No charging,No charging,25,1,40
2364,114,PHEV,Original,35,Female,21.36,1,3,4,3,4,4,4,"$300,000 to $349,999",Level 2,No charging,No charging,24,1,40
2366,53,PHEV,Continued,45,Male,15.09,0,5,5,3,5,3,5,I prefer not to answer,Level 2,Level 2,No charging,29,0,40
2372,53,PHEV,Original,,,,0,,,,,,,,Level 2,,,24,1,7
2374,28,PHEV,Original,45,Male,3.07,4,4,4,4,2,2,4,"$100,000 to $149,999",Level 1,Level 2,No charging,25,0,40
2377,25,PHEV,Discontinued,65,Male,,0,4,4,5,5,2,2,I prefer not to answer,Level 2,Level 2,No charging,48,0,40
2379,20,PHEV,Original,65,Male,8.38,3,4,4,4,4,4,4,"$50,000 to $99,999",Level 1,No charging,Level 2,27,1,40
2381,20,PHEV,Continued,75,Male,1.92,0,4,5,5,5,5,5,"$100,000 to $149,999",No Charging,,,,0,40
2385,25,PHEV,Original,65,Female,7.43,0,5,5,5,5,2,2,"$100,000 to $149,999",Level 1,No charging,No charging,18,0,40
2387,16,PHEV,Original,35,Male,8.29,1,4,4,3,5,1,2,"$200,000 to $249,999",No Charging,Level 2,No charging,24,1,40
2389,16,PHEV,Original,55,Female,27.81,0,5,5,5,4,5,5,"$200,000 to $249,999",Level 1,Level 2,Level 2,32,1,40
2395,16,PHEV,Original,65,Decline to state,2.95,3,3,5,4,4,1,4,I prefer not to answer,Level 1,Level 2,No charging,,1,40
2396,53,PHEV,Original,75,Male,3.82,3,5,5,5,5,4,4,"$200,000 to $249,999",Level 1,No charging,No charging,28,0,40
2398,20,PHEV,Original,55,Male,3.23,0,5,5,5,5,1,4,"Less than $50,000",No Charging,Level 2,Level 2,26,0,40
2400,25,PHEV,Original,65,Female,0.7,1,,,,,,,,No Charging,,,,0,23
2406,53,PHEV,Original,35,Female,5.98,0,5,4,4,4,3,3,"$100,000 to $149,999",Level 1,No charging,No charging,16,0,40
2407,114,PHEV,Original,35,Male,36.65,6,4,5,5,5,2,4,"$150,000 to $199,999",Level 2,No charging,No charging,35,0,40
2414,11,PHEV,Original,75,Male,9.69,1,2,5,5,5,1,2,"$100,000 to $149,999",Level 1,,Level 2,17,0,40
2416,20,PHEV,Discontinued,35,Female,6.12,0,2,5,3,3,2,2,"$150,000 to $199,999",No Charging,,,,0,40
2417,20,PHEV,Original,65,Female,,0,,,,,,,,Level 1,No charging,No charging,38,0,17
2418,37,PHEV,Continued,65,Male,,0,5,5,5,5,4,5,"$100,000 to $149,999",Level 2,,,18,1,40
2419,53,PHEV,Continued,45,Male,25.57,0,5,5,5,4,4,5,"$250,000 to $299,999",Level 2,Level 2,No charging,17,0,40
2420,53,PHEV,Continued,55,Male,10.31,0,5,5,5,5,5,5,"$200,000 to $249,999",Level 1,,,35,0,40
2422,81,PHEV,Continued,55,Male,7.72,0,5,5,5,5,4,5,"$100,000 to $149,999",Level 2,,,26,1,40
2425,53,PHEV,Continued,65,Male,,0,5,5,5,5,2,5,"$100,000 to $149,999",Level 1,,,14,1,40
2427,37,PHEV,Original,75,Male,5.76,2,5,5,5,4,3,5,"$150,000 to $199,999",Level 2,,,,0,40
2428,25,PHEV,Original,35,Female,16.18,5,5,4,5,5,2,2,"$100,000 to $149,999",Level 1,Level 1,Level 1,24,0,40
2429,33,PHEV,Original,45,Female,26.95,3,5,5,5,5,4,5,"$300,000 to $349,999",Level 2,No charging,No charging,92,0,40
2432,20,PHEV,Continued,45,Female,9.82,0,5,4,5,5,2,4,"$200,000 to $249,999",Level 1,Level 2,No charging,,1,40
2436,53,PHEV,Discontinued,65,Male,32.41,0,5,5,4,4,4,4,"$150,000 to $199,999",Level 1,No charging,No charging,31,1,40
2437,53,PHEV,Original,75,Male,2.45,0,5,5,5,5,5,5,"$50,000 to $99,999",Level 1,,,24,0,40
2444,11,PHEV,Original,55,Female,19.8,15,5,5,5,5,1,3,"$100,000 to $149,999",Level 1,,,18,0,40
2448,11,PHEV,Original,35,Female,13.51,4,5,5,5,5,2,4,I prefer not to answer,Level 1,Level 2,No charging,50,0,40
2449,11,PHEV,Continued,55,Female,1.75,0,5,4,2,5,1,5,"$250,000 to $299,999",No Charging,,,46,1,40
2450,53,PHEV,Original,75,Female,,1,5,5,5,5,4,4,"$100,000 to $149,999",Level 2,No charging,No charging,24,0,40
2452,53,PHEV,Continued,65,Male,2.72,0,5,4,5,1,2,4,"$150,000 to $199,999",Level 2,,Level 2,98,0,40
2455,53,PHEV,Continued,55,Male,84.86,0,4,5,5,5,5,5,"$150,000 to $199,999",Level 2,No charging,No charging,24,1,40
2456,114,PHEV,Original,,,,0,,,,,,,,Level 2,No charging,No charging,18,1,6
2458,25,PHEV,Original,55,Male,6.39,0,5,5,5,5,4,5,"$100,000 to $149,999",Level 1,Level 2,No charging,26,0,40
2466,11,PHEV,Discontinued,55,Female,,0,2,5,4,5,1,1,"$100,000 to $149,999",Level 1,No charging,No charging,50,0,40
2468,53,PHEV,Original,,,,0,,,,,,,,Level 1,No charging,No charging,,0,2
2471,53,PHEV,Original,45,Female,19.85,2,4,5,4,4,2,4,"$250,000 to $299,999",Level 2,Level 2,No charging,24,0,40
2472,25,PHEV,Original,,Decline to state,27.88,2,5,5,5,5,4,3,I prefer not to answer,No Charging,No charging,Level 2,34,0,40
2481,20,PHEV,Original,80,Female,14.14,5,5,5,5,5,2,5,"$50,000 to $99,999",Level 1,Level 1,No charging,17,0,40
2482,20,PHEV,Continued,65,Male,4.87,0,5,4,5,3,2,4,"$200,000 to $249,999",Level 2,No charging,Level 2,24,1,40
2484,20,PHEV,Original,65,Male,26.63,10,5,5,5,5,3,4,"$200,000 to $249,999",Level 1,No charging,No charging,18,0,40
2488,11,PHEV,Continued,55,Female,31.87,0,5,2,5,5,1,3,"$200,000 to $249,999",No Charging,No charging,Level 1,24,0,40
2489,53,PHEV,Discontinued,65,Male,30.88,0,5,5,5,5,4,4,"$150,000 to $199,999",Level 2,No charging,No charging,30,1,40
2490,53,PHEV,Original,45,Male,7.8,0,5,5,5,5,5,5,"$200,000 to $249,999",Level 1,Level 2,No charging,24,0,40
2499,53,PHEV,Original,75,Male,4.74,10,5,5,5,5,4,4,"$450,000 to $499,999",Level 1,No charging,Level 1,33,0,40
2500,53,PHEV,Original,65,Male,1.48,4,5,5,5,4,4,4,"$100,000 to $149,999",Level 1,No charging,No charging,24,0,40
2505,20,PHEV,Original,55,Female,,0,5,5,5,5,4,3,"$200,000 to $249,999",No Charging,,,,0,40
2506,25,PHEV,Original,25,Male,,10,5,5,5,5,5,5,,No Charging,,,23,0,38
2507,11,PHEV,Original,45,Male,6.96,2,5,5,5,5,5,5,"$100,000 to $149,999",Level 1,,,24,0,40
2508,53,PHEV,Continued,45,Male,1.34,1,5,5,5,5,4,5,"$150,000 to $199,999",Level 1,Level 1,No charging,24,1,40
2510,20,PHEV,Original,45,Male,12.5,0,4,5,3,5,2,1,"$250,000 to $299,999",Level 2,No charging,Level 2,24,0,40
2512,20,PHEV,Continued,35,Male,15.71,0,5,4,4,5,3,5,"$150,000 to $199,999",Level 1,No charging,No charging,30,1,40
2514,20,PHEV,Discontinued,35,Female,2.46,0,5,4,4,5,2,2,"$50,000 to $99,999",No Charging,,,,1,40
2517,11,PHEV,Continued,55,Male,20.16,0,5,5,5,5,5,5,I prefer not to answer,No Charging,,,,0,40
2519,53,PHEV,Original,45,Male,2.85,1,4,4,5,5,4,4,"$300,000 to $349,999",Level 1,No charging,No charging,95,0,40
2523,81,PHEV,Continued,75,Female,,0,,,,,,,,Level 2,No charging,No charging,24,1,17
2524,20,PHEV,Original,,,,0,,,,,,,,No Charging,,,,0,8
2525,81,PHEV,Continued,45,Female,17.74,0,3,4,4,4,2,2,"Less than $50,000",Level 2,No charging,No charging,,0,40
2530,81,PHEV,Continued,,,,0,,,,,,,,Level 1,No charging,No charging,100,1,1
2531,11,PHEV,Original,45,Male,,0,,,,,,,,Level 1,,,16,0,17
2532,53,PHEV,Original,,,,0,,,,,,,,Level 2,,,18,0,6
2533,11,PHEV,Original,75,Male,2.27,8,5,4,5,5,2,4,"$100,000 to $149,999",Level 1,No charging,No charging,24,0,40
2537,53,PHEV,Original,35,Male,20.09,2,4,5,5,4,4,2,"Less than $50,000",No Charging,,,,0,40
2545,53,PHEV,Discontinued,65,Male,22.09,0,4,4,4,4,3,3,I prefer not to answer,Level 2,Level 2,No charging,24,0,40
2546,20,PHEV,Continued,75,Male,5.47,0,5,5,5,5,4,4,"$50,000 to $99,999",Level 1,No charging,No charging,,1,40
2548,20,PHEV,Discontinued,35,Male,,0,,,,,,,,No Charging,,,25,1,16
2549,20,PHEV,Continued,45,Male,14.93,0,4,4,2,4,1,3,"$150,000 to $199,999",Level 2,No charging,Level 2,28,1,40
2550,11,PHEV,Original,,Male,2.21,1,4,5,5,5,2,4,I prefer not to answer,Level 2,,,24,0,40
2552,20,PHEV,Original,55,Male,5.27,10,4,4,4,5,3,4,I prefer not to answer,Level 1,Level 1,Level 1,18,0,40
2554,20,PHEV,Original,65,Male,21.44,0,5,5,5,5,4,5,"$100,000 to $149,999",Level 2,,Level 2,24,0,40
2555,53,PHEV,Continued,45,Female,,0,5,5,5,4,4,5,"$500,000 or more",Level 2,,,95,0,40
2556,11,PHEV,Continued,45,Male,13.15,0,5,5,4,5,1,5,"$150,000 to $199,999",Level 1,Level 1,No charging,24,0,40
2557,11,PHEV,Continued,35,Male,2.52,0,4,4,4,5,1,2,"$50,000 to $99,999",No Charging,,,,0,40
2558,53,PHEV,Original,55,Female,11.27,8,5,4,4,3,3,3,"$250,000 to $299,999",No Charging,,,24,0,40
2560,20,PHEV,Original,75,Male,14.5,2,4,5,4,5,5,5,I prefer not to answer,Level 1,No charging,No charging,114,0,40
2562,53,PHEV,Original,65,Male,23.38,2,4,5,5,4,4,5,"$400,000 to $449,999",Level 1,No charging,No charging,38,0,38
2563,53,PHEV,Original,45,Male,11.02,1,3,4,5,4,4,2,"$150,000 to $199,999",Level 1,No charging,No charging,23,0,40
2573,20,PHEV,Continued,65,Male,16.56,0,3,3,4,3,3,3,"$200,000 to $249,999",Level 1,No charging,No charging,17,1,40
2575,33,PHEV,Original,55,Male,18.35,3,5,5,5,4,4,5,"$200,000 to $249,999",Level 1,No charging,No charging,98,0,40
2576,53,PHEV,Continued,35,Female,36.83,0,3,5,5,5,2,5,"$200,000 to $249,999",Level 1,No charging,No charging,34,1,40
2577,15,PHEV,Original,,Decline to state,4.92,4,5,5,4,3,2,4,I prefer not to answer,No Charging,,Level 2,,0,40
2579,53,PHEV,Original,45,Female,7.7,1,3,4,4,2,2,4,I prefer not to answer,Level 2,Level 1,No charging,34,0,40
2580,53,PHEV,Original,45,Male,9.17,2,5,5,5,4,5,5,"$250,000 to $299,999",Level 2,No charging,No charging,17,0,40
2585,53,PHEV,Continued,35,Male,9.86,0,3,5,3,5,3,4,"$100,000 to $149,999",Level 2,,Level 2,32,1,40
2586,20,PHEV,Continued,35,Male,7.83,0,5,4,5,5,4,5,"$200,000 to $249,999",Level 1,No charging,Level 2,24,1,40
2587,11,PHEV,Original,45,Male,5.31,2,4,5,4,4,2,4,"$100,000 to $149,999",No Charging,,,23,0,40
2588,53,PHEV,Original,55,Male,38.46,2,5,5,4,5,2,4,"$200,000 to $249,999",Level 2,No charging,No charging,18,0,40
2592,20,PHEV,Continued,35,Male,14.43,0,5,5,5,5,3,5,"$100,000 to $149,999",Level 1,No charging,No charging,24,1,40
2593,53,PHEV,Continued,80,Male,1.71,0,5,5,5,5,4,5,"$100,000 to $149,999",Level 2,,Level 2,24,0,40
2596,81,PHEV,Continued,45,Male,2.91,0,4,5,5,3,1,2,"$150,000 to $199,999",Level 1,,Level 2,,0,40
2599,53,PHEV,Continued,45,Female,14.18,0,5,5,5,5,4,5,"$200,000 to $249,999",No Charging,Level 2,No charging,26,1,40
2600,53,PHEV,Original,25,Male,36.87,100,5,5,4,5,5,5,"Less than $50,000",Level 2,Level 2,Level 2,32,0,40
2601,11,PHEV,Discontinued,75,Female,3.36,0,2,5,5,5,4,5,"$100,000 to $149,999",Level 1,,,23,0,40
2610,53,PHEV,Discontinued,65,Male,9.35,0,4,4,4,4,3,4,"$100,000 to $149,999",Level 2,No charging,Level 2,115,1,40
2611,11,PHEV,Original,,,,0,,,,,,,,Level 1,,,28,0,1
2613,53,PHEV,Continued,55,Female,47.22,0,5,5,4,5,4,5,"$100,000 to $149,999",Level 2,,,115,0,40
2614,53,PHEV,Original,55,Female,25.26,0,5,5,5,3,3,3,"$200,000 to $249,999",No Charging,,,,0,40
2615,53,PHEV,Continued,,Male,22.88,0,3,5,3,3,4,3,I prefer not to answer,Level 2,,,12,1,40
2617,20,PHEV,Discontinued,45,Male,13.49,0,5,4,5,3,1,5,I prefer not to answer,Level 2,No charging,No charging,24,1,40
2619,20,PHEV,Original,55,Male,,2,5,5,5,5,5,5,"$150,000 to $199,999",Level 1,,,24,0,40
2624,53,PHEV,Continued,65,Male,14.37,0,5,5,5,5,4,4,"$150,000 to $199,999",Level 2,No charging,Level 2,112,0,40
2626,53,PHEV,Original,75,Male,5.3,0,5,5,5,5,4,4,I prefer not to answer,No Charging,,,,0,40
2627,11,PHEV,Original,35,Male,1.72,3,4,5,5,5,3,2,"$150,000 to $199,999",No Charging,Level 2,No charging,,0,40
2628,11,PHEV,Original,45,Male,4.18,0,2,5,5,5,2,4,"$100,000 to $149,999",Level 1,,,,0,40
2630,53,PHEV,Original,45,Male,10.36,1,5,5,5,5,4,2,"$150,000 to $199,999",Level 1,Level 2,No charging,28,0,40
2633,20,PHEV,Discontinued,,,,0,,,,,,,,Level 2,No charging,No charging,23,1,11
2635,53,PHEV,Original,55,Male,16.87,3,5,4,4,4,2,3,"$50,000 to $99,999",No Charging,Level 2,Level 2,98,0,40
2636,53,PHEV,Discontinued,45,Male,3.43,0,4,2,5,5,4,5,"$50,000 to $99,999",No Charging,,,,0,40
2637,11,PHEV,Original,45,Male,6.01,0,5,4,5,5,2,2,"$50,000 to $99,999",No Charging,,,,0,40
2640,11,PHEV,Continued,75,Male,0.53,0,4,4,5,5,1,4,"Less than $50,000",No Charging,No charging,Level 2,16,0,40
2644,53,PHEV,Original,45,Male,9.47,2,3,5,5,5,4,4,"$50,000 to $99,999",No Charging,,,,0,40
2646,53,PHEV,Discontinued,45,Male,13.82,0,3,5,4,5,5,5,"$200,000 to $249,999",Level 1,No charging,No charging,25,1,40
2649,20,PHEV,Continued,35,Male,5.62,0,5,4,4,5,1,5,I prefer not to answer,Level 2,,Level 2,13,1,40
2650,53,PHEV,Original,65,Male,8.5,0,5,5,5,4,5,5,"$200,000 to $249,999",Level 1,No charging,No charging,23,0,40
2652,53,PHEV,Continued,65,Male,0.76,0,5,5,5,4,4,4,I prefer not to answer,Level 1,,,50,0,40
2655,20,PHEV,Original,55,Male,8.03,5,5,5,5,5,4,5,"Less than $50,000",Level 1,Level 2,No charging,31,0,40
2659,20,PHEV,Original,55,Male,13.27,0,4,4,4,4,2,4,"$100,000 to $149,999",Level 2,,Level 2,24,0,40
2667,20,PHEV,Original,35,Male,12.15,1,4,5,5,4,2,2,"$250,000 to $299,999",Level 1,Level 1,Level 1,25,0,40
2669,11,PHEV,Original,75,Male,,1,3,5,4,5,4,4,"$100,000 to $149,999",Level 1,No charging,No charging,24,0,40
2670,53,PHEV,Continued,45,Male,9.55,0,5,5,5,5,5,5,"$500,000 or more",Level 1,Level 1,No charging,24,1,40
2672,20,PHEV,Original,35,Male,8.02,2,5,4,5,5,2,3,"Less than $50,000",No Charging,,,,0,40
2673,11,PHEV,Original,55,Male,,0,5,5,5,5,2,5,"$150,000 to $199,999",Level 1,Level 1,Level 1 & Level 2,18,0,40
2675,11,PHEV,Discontinued,75,Male,10.53,0,5,5,5,5,4,5,"$100,000 to $149,999",Level 1,Level 1,No charging,35,0,40
2676,13,PHEV,Continued,55,Male,4.73,0,4,4,3,4,2,3,"$150,000 to $199,999",Level 1,,Level 2,24,0,40
2681,11,PHEV,Original,55,Male,8.7,0,3,3,3,3,1,1,"$150,000 to $199,999",No Charging,,,30,0,40
2683,53,PHEV,Continued,65,Male,,6,3,4,3,4,2,4,"$500,000 or more",Level 1,,,14,1,40
2687,20,PHEV,Original,45,Male,17.89,20,5,5,4,4,2,2,"Less than $50,000",No Charging,Level 1,,,0,40
2688,11,PHEV,Discontinued,35,Female,11.43,0,5,5,5,4,1,5,"$100,000 to $149,999",Level 2,,,24,0,40
2689,20,PHEV,Original,,Male,2.76,3,5,5,5,4,2,5,"$100,000 to $149,999",No Charging,,,,0,40
2691,11,PHEV,Original,75,Male,3.96,14,5,5,5,5,2,5,"$50,000 to $99,999",Level 1,,,,0,40
2695,20,PHEV,Discontinued,45,Male,3.58,0,3,5,5,4,3,2,"$150,000 to $199,999",Level 1,,,,0,40
2696,20,PHEV,Original,,,,0,,,,,,,,Level 1,,Level 2,24,0,8
2697,20,PHEV,Discontinued,65,Male,28.83,0,5,5,5,5,2,4,"$200,000 to $249,999",No Charging,,,,0,40
2698,81,PHEV,Continued,55,Male,28.83,0,2,1,5,1,2,2,"$250,000 to $299,999",Level 2,Level 2,No charging,24,1,40
2699,20,PHEV,Original,55,Female,21.14,0,4,5,5,4,2,2,"$100,000 to $149,999",Level 1,No charging,No charging,,0,40
2700,20,PHEV,Original,65,Male,4.1,3,5,5,5,5,1,5,I prefer not to answer,Level 1,,,24,0,40
2705,20,PHEV,Original,65,Male,11.32,2,,,,,,,,Level 1,,Level 2,46,0,28
2706,20,PHEV,Continued,45,Female,30.9,0,5,5,5,4,4,5,I prefer not to answer,Level 1,Level 2,No charging,24,1,40
2711,53,PHEV,Original,65,Male,1.92,7,5,5,5,5,4,4,"$50,000 to $99,999",Level 1,,,,0,40
2715,53,PHEV,Continued,65,Male,25.97,0,5,5,5,5,4,4,I prefer not to answer,Level 2,,,32,0,40
2718,81,PHEV,Continued,55,Male,11.55,0,5,3,5,5,4,4,"$100,000 to $149,999",Level 2,,,24,1,40
2719,11,PHEV,Original,,,,0,,,,,,,,Level 1,Level 1,,24,0,1
2724,15,PHEV,Continued,35,Male,6.95,0,5,3,3,2,3,2,"$150,000 to $199,999",Level 1,Level 1,No charging,117,1,40
2730,53,PHEV,Continued,45,Male,25.3,0,5,5,4,4,4,3,"Less than $50,000",No Charging,Level 2,Level 2,,1,40
2732,81,PHEV,Original,55,Male,35.7,1,5,5,5,5,2,4,"$500,000 or more",Level 2,,Level 2,,0,40
2733,53,PHEV,Original,80,Female,6.37,1,5,5,5,5,2,5,"$100,000 to $149,999",Level 2,,,24,0,40
2734,20,PHEV,Original,75,Male,3.9,0,5,4,3,1,2,5,I prefer not to answer,Level 2,No charging,No charging,40,0,40
2735,20,PHEV,Continued,80,Female,9.98,6,5,5,5,5,4,4,"$50,000 to $99,999",Level 1,No charging,No charging,,1,40
2743,53,PHEV,Original,75,Male,4.11,0,5,5,5,5,4,5,"$100,000 to $149,999",Level 2,No charging,No charging,,0,40
2744,13,PHEV,Original,55,Female,56.14,5,5,5,5,2,2,5,"$200,000 to $249,999",Level 1,,Level 2,24,0,40
2745,11,PHEV,Original,75,Male,,0,,,,,,,,Level 1,,,,0,16
2747,53,PHEV,Continued,75,Male,2.33,0,5,5,5,5,2,5,"$150,000 to $199,999",Level 1,,,50,1,40
2749,20,PHEV,Original,80,Male,2.22,0,5,5,5,5,2,4,"$100,000 to $149,999",Level 2,,,,0,40
2751,11,PHEV,Continued,35,Male,2.74,0,2,4,3,3,2,2,"$100,000 to $149,999",Level 1,Level 1,,,1,40
2753,11,PHEV,Continued,45,Male,14.18,3,5,5,5,5,4,4,"$150,000 to $199,999",Level 1,Level 1,Level 1,17,1,40
2755,53,PHEV,Original,75,Male,1.09,1,5,5,5,5,5,5,"$50,000 to $99,999",Level 2,,,,0,40
2758,53,PHEV,Continued,55,Male,1.46,0,5,5,5,5,5,5,"$200,000 to $249,999",Level 2,,,15,1,40
2765,81,PHEV,Continued,45,Male,39.93,0,5,5,5,5,2,5,"$500,000 or more",Level 1,Level 2,No charging,24,0,40
2768,20,PHEV,Continued,55,Male,17.27,0,4,5,5,5,2,4,"$350,000 to $399,999",Level 1,,Level 2,26,1,40
2769,81,PHEV,Original,65,Male,0.41,0,5,4,5,3,3,4,"$50,000 to $99,999",Level 2,Level 2,No charging,32,0,40
2770,20,PHEV,Continued,55,Male,62.05,0,2,3,5,3,1,3,I prefer not to answer,Level 1,Level 2,Level 2,24,1,40
